Calls,Rating,Cost,Purchases,Importance,Gender,Discount,Weight (gram),Late,log_discount,log_purchases,Std_Cost,Std_Disc,Std_Weight,Std_Purchases,Std_Calls,Norm_Cost,Norm_Disc,Norm_Weight,Norm_Purchases,Norm_Calls,Warehouse_A,Warehouse_B,Warehouse_C,Warehouse_D,Warehouse_F,Shipment_Flight,Shipment_Road,Shipment_Ship
3,4,143,2,1,0,6,1194,1,1.791759469228055,0.6931471805599453,-1.4056738449787187,-0.1605679832446858,-1.4956434122991416,-1.3665729407460325,-0.9304889255347963,0.21962616822429903,0.43585853724275586,0.02819576333089846,0.0,0.20000000000000007,0,0,1,0,0,1,0,0
5,5,227,3,1,1,36,3952,1,3.58351893845611,1.0986122886681098,0.3415757088744484,1.5362999120819065,0.1862977358979852,-0.22393419903894907,0.8157879716596849,0.6121495327102803,0.8717170744855117,0.4311176040905771,0.29248125036057826,0.6,0,0,0,0,1,0,0,1
5,5,239,3,2,1,18,2495,1,2.8903717578961645,1.0986122886681098,0.5911827879963294,0.8798618032686458,-0.7022404268733032,-0.22393419903894907,0.8157879716596849,0.6682242990654205,0.7031039757960106,0.21826150474799125,0.29248125036057826,0.6,0,0,0,1,0,0,0,1
4,5,145,3,1,1,45,1059,1,3.8066624897703196,1.0986122886681098,-1.364072665125072,1.7476257818636225,-1.5779719311557812,-0.22393419903894907,-0.05735047693755577,0.2289719626168224,0.9259983681196776,0.00847333820306792,0.29248125036057826,0.4,0,0,0,0,1,0,0,1
3,3,161,2,1,0,38,1521,1,3.6375861597263857,0.6931471805599453,-1.0312632262958972,1.5875037335427058,-1.2962254444019476,-1.3665729407460325,-0.9304889255347963,0.3037383177570093,0.8848693197396115,0.07596785975164352,0.0,0.20000000000000007,1,0,0,0,0,0,0,1
3,1,232,4,1,0,51,2899,1,3.9318256327243257,1.3862943611198906,0.4455786585085655,1.866160285296903,-0.4558647111838039,0.5867808901378444,-0.9304889255347963,0.6355140186915887,0.9564452139946669,0.2772826880934989,0.5,0.20000000000000007,0,1,0,0,0,0,0,1
2,5,156,2,0,1,2,1750,1,0.6931471805599453,0.6931471805599453,-1.1352661759300144,-1.2009977697580174,-1.1565718827858702,-1.3665729407460325,-1.803627374132037,0.28037383177570097,0.1686130986895011,0.10942293644996345,0.0,0.0,0,0,1,0,0,0,0,1
4,3,211,3,2,1,12,3922,1,2.4849066497880004,1.0986122886681098,0.008766270045273687,0.4958701255685748,0.1680025094853986,-0.22393419903894907,-0.05735047693755577,0.5373831775700935,0.6044716359322571,0.4267348429510591,0.29248125036057826,0.4,0,0,0,0,1,0,0,1
4,5,251,2,1,0,28,3561,1,3.332204510175204,0.6931471805599453,0.8407898671182105,1.2982950948583347,-0.05215004834605995,-1.3665729407460325,-0.05735047693755577,0.7242990654205607,0.8105830099083577,0.37399561723886043,0.0,0.4,0,0,0,1,0,0,0,1
3,1,225,4,0,1,29,3496,1,3.367295829986474,1.3862943611198906,0.2999745290208016,1.3315279785210268,-0.09178970557333088,0.5867808901378444,-0.9304889255347963,0.602803738317757,0.8191192289631661,0.3644996347699051,0.5,0.20000000000000007,0,0,0,0,1,0,0,1
4,1,172,3,2,0,24,1066,1,3.1780538303479458,1.0986122886681098,-0.8024567371008396,1.1523082343818354,-1.5737030449928442,-0.22393419903894907,-0.05735047693755577,0.3551401869158879,0.7730847346217582,0.009495982468955444,0.29248125036057826,0.4,1,0,0,0,0,0,0,1
5,1,162,3,1,1,31,1435,1,3.4339872044851463,1.0986122886681098,-1.0104626363690739,1.3946873781087152,-1.3486717601180291,-0.22393419903894907,0.8157879716596849,0.30841121495327106,0.8353423914104244,0.06340394448502557,0.29248125036057826,0.6,0,1,0,0,0,0,0,1
2,3,234,4,0,1,44,3134,1,3.784189633918261,1.3862943611198906,0.48717983836221235,1.7263430883623068,-0.312552104285209,0.5867808901378444,-1.803627374132037,0.6448598130841122,0.9205316823018733,0.3116143170197224,0.5,0.0,0,0,1,0,0,0,0,1
5,4,183,2,0,0,36,3819,1,3.58351893845611,0.6931471805599453,-0.573650247905782,1.5362999120819065,0.10518889880218468,-1.3665729407460325,0.8157879716596849,0.40654205607476634,0.8717170744855117,0.41168736303871445,0.0,0.6,0,0,0,0,1,0,0,1
3,4,266,2,1,0,38,2741,1,3.6375861597263857,0.6931471805599453,1.1527987160205617,1.5875037335427058,-0.5522195702900933,-1.3665729407460325,-0.9304889255347963,0.7943925233644858,0.8848693197396115,0.254200146092038,0.0,0.20000000000000007,0,0,0,1,0,0,0,1
5,3,257,2,0,0,61,3341,1,4.110873864173311,0.6931471805599453,0.965593406679151,2.035726123166695,-0.18631504203836158,-1.3665729407460325,0.8157879716596849,0.7523364485981309,1.0,0.34185536888239587,0.0,0.6,0,0,0,0,1,0,0,1
3,1,223,3,0,0,22,3795,1,3.091042453358316,1.0986122886681098,0.2583733491671547,1.0699049795490467,0.09055271767211541,-0.22393419903894907,-0.9304889255347963,0.5934579439252335,0.7519185836123723,0.4081811541271001,0.29248125036057826,0.20000000000000007,1,0,0,0,0,0,0,1
4,2,234,3,1,1,4,3261,1,1.3862943611198906,1.0986122886681098,0.48717983836221235,-0.544559660944757,-0.23510231247192578,-0.22393419903894907,-0.05735047693755577,0.6448598130841122,0.3372261973790022,0.33016800584368156,0.29248125036057826,0.4,0,1,0,0,0,0,0,1
4,2,227,4,1,0,22,2460,1,3.091042453358316,1.3862943611198906,0.3415757088744484,1.0699049795490467,-0.7235848576879876,0.5867808901378444,-0.05735047693755577,0.6121495327102803,0.7519185836123723,0.21314828341855366,0.5,0.4,0,0,1,0,0,0,0,1
5,4,149,3,1,0,44,1811,1,3.784189633918261,1.0986122886681098,-1.2808703054177784,1.7263430883623068,-1.1193715890802773,-0.22393419903894907,0.8157879716596849,0.24766355140186913,0.9205316823018733,0.11833455076698321,0.29248125036057826,0.6,0,0,0,0,1,0,0,1
2,4,181,6,1,0,16,3605,1,2.772588722239781,1.791759469228055,-0.6152514277594289,0.7683165566817639,-0.025317049607599625,1.7294196318449275,-1.803627374132037,0.397196261682243,0.6744523947580044,0.3804236669101534,0.7924812503605783,0.0,0,0,0,0,1,0,0,1
5,1,215,4,0,0,56,3905,1,4.02535169073515,1.3862943611198906,0.09196862975256737,1.9547332036715959,0.15763521451826623,0.5867808901378444,0.8157879716596849,0.5560747663551401,0.9791961085978589,0.4242512783053324,0.5,0.6,1,0,0,0,0,0,0,1
4,2,269,5,0,0,45,2383,1,3.8066624897703196,1.6094379124341003,1.215200485801032,1.7476257818636225,-0.7705426054802932,1.2156203675552217,-0.05735047693755577,0.8084112149532711,0.9259983681196776,0.2018991964937911,0.6609640474436813,0.4,0,1,0,0,0,0,0,1
5,1,227,2,0,1,15,3798,1,2.70805020110221,0.6931471805599453,0.3415757088744484,0.7071959953502908,0.09238224031337407,-1.3665729407460325,0.8157879716596849,0.6121495327102803,0.658752929566423,0.40861943024105185,0.0,0.6,0,0,1,0,0,0,0,1
5,5,139,4,1,1,61,1265,1,4.110873864173311,1.3862943611198906,-1.4888762046860124,2.035726123166695,-1.4523447097893531,0.5867808901378444,0.8157879716596849,0.2009345794392523,1.0,0.03856829802775749,0.5,0.6,0,0,0,0,1,0,0,1
3,5,137,2,1,1,38,1647,1,3.6375861597263857,0.6931471805599453,-1.5304773845396593,1.5875037335427058,-1.219385493469084,-1.3665729407460325,-0.9304889255347963,0.19158878504672894,0.8848693197396115,0.0943754565376187,0.0,0.20000000000000007,0,0,0,1,0,0,0,1
3,1,174,2,0,1,44,1556,1,3.784189633918261,0.6931471805599453,-0.7608555572471928,1.7263430883623068,-1.2748810135872632,-1.3665729407460325,-0.9304889255347963,0.36448598130841126,0.9205316823018733,0.08108108108108109,0.0,0.20000000000000007,0,0,0,0,1,0,0,1
3,1,151,2,0,1,29,1328,1,3.367295829986474,0.6931471805599453,-1.2392691255641315,1.3315279785210268,-1.4139247343229213,-1.3665729407460325,-0.9304889255347963,0.2570093457943925,0.8191192289631661,0.047772096420745064,0.0,0.20000000000000007,1,0,0,0,0,0,0,1
5,1,210,3,0,0,9,2944,1,2.1972245773362196,1.0986122886681098,-0.012034319881549732,0.2234236944553857,-0.428421871564924,-0.22393419903894907,0.8157879716596849,0.5327102803738317,0.5344908771065097,0.2838568298027757,0.29248125036057826,0.6,0,1,0,0,0,0,0,1
3,4,169,4,1,0,32,1245,1,3.4657359027997265,1.3862943611198906,-0.8648585068813099,1.4247546654950245,-1.4645415273977442,0.5867808901378444,-0.9304889255347963,0.3411214953271028,0.8430654934475056,0.035646457268078885,0.5,0.20000000000000007,0,0,1,0,0,0,0,1
5,1,160,2,0,1,32,1576,1,3.4657359027997265,0.6931471805599453,-1.0520638162227207,1.4247546654950245,-1.2626841959788724,-1.3665729407460325,0.8157879716596849,0.2990654205607477,0.8430654934475056,0.08400292184075966,0.0,0.6,0,0,0,0,1,0,0,1
5,4,190,2,1,1,9,3753,1,2.1972245773362196,0.6931471805599453,-0.4280461184180181,0.2234236944553857,0.06493940069449419,-1.3665729407460325,0.8157879716596849,0.4392523364485982,0.5344908771065097,0.402045288531775,0.0,0.6,0,0,0,1,0,0,0,1
5,3,216,3,0,0,40,2146,1,3.6888794541139363,1.0986122886681098,0.11276921967939078,1.6360805352767405,-0.9150748941397272,-0.22393419903894907,0.8157879716596849,0.5607476635514018,0.8973467870816715,0.16727538349159968,0.29248125036057826,0.6,0,0,0,0,1,0,0,1
4,1,183,3,0,1,37,2042,1,3.6109179126442243,1.0986122886681098,-0.573650247905782,1.5622478367130646,-0.9784983457033607,-0.22393419903894907,-0.05735047693755577,0.40654205607476634,0.8783820744571478,0.152081811541271,0.29248125036057826,0.4,1,0,0,0,0,0,0,1
4,4,141,3,0,1,22,1735,1,3.091042453358316,1.0986122886681098,-1.4472750248323656,1.0699049795490467,-1.1657194959921633,-0.22393419903894907,-0.05735047693755577,0.21028037383177567,0.7519185836123723,0.10723155588020453,0.29248125036057826,0.4,0,1,0,0,0,0,0,1
4,3,165,3,0,0,44,1320,1,3.784189633918261,1.0986122886681098,-0.9480608665886036,1.7263430883623068,-1.4188034613662779,-0.22393419903894907,-0.05735047693755577,0.32242990654205606,0.9205316823018733,0.04660336011687363,0.29248125036057826,0.4,0,0,1,0,0,0,0,1
2,1,170,3,0,1,41,1128,1,3.713572066704308,1.0986122886681098,-0.8440579169544865,1.6594654272089095,-1.535892910406832,-0.22393419903894907,-1.803627374132037,0.3457943925233645,0.9033534448888035,0.01855368882395908,0.29248125036057826,0.0,0,0,0,0,1,0,0,1
4,3,203,3,2,1,12,3539,1,2.4849066497880004,1.0986122886681098,-0.15763844936931368,0.4958701255685748,-0.06556654771529011,-0.22393419903894907,-0.05735047693755577,0.5,0.6044716359322571,0.37078159240321407,0.29248125036057826,0.4,0,0,0,1,0,0,0,1
2,5,246,5,0,1,46,2437,1,3.828641396489095,1.6094379124341003,0.7367869174840934,1.7684406857756614,-0.7376111979376373,1.2156203675552217,-1.803627374132037,0.7009345794392524,0.931344897214215,0.2097881665449233,0.6609640474436813,0.0,0,0,0,0,1,0,0,1
3,3,238,3,0,0,61,3096,1,4.110873864173311,1.0986122886681098,0.570382198069506,2.035726123166695,-0.335726057741152,-0.22393419903894907,-0.9304889255347963,0.663551401869159,1.0,0.3060628195763331,0.29248125036057826,0.20000000000000007,1,0,0,0,0,0,0,1
3,3,193,3,1,0,29,3453,1,3.367295829986474,1.0986122886681098,-0.36564434863754786,1.3315279785210268,-0.11801286343137166,-0.22393419903894907,-0.9304889255347963,0.4532710280373832,0.8191192289631661,0.358217677136596,0.29248125036057826,0.20000000000000007,0,1,0,0,0,0,0,1
5,5,141,3,2,1,41,1367,1,3.713572066704308,1.0986122886681098,-1.4472750248323656,1.6594654272089095,-1.3901409399865587,-0.22393419903894907,0.8157879716596849,0.21028037383177567,0.9033534448888035,0.05346968590211834,0.29248125036057826,0.6,0,0,1,0,0,0,0,1
4,1,150,3,2,0,17,1923,1,2.833213344056216,1.0986122886681098,-1.2600697154909548,0.8257304987835713,-1.0510694104732874,-0.22393419903894907,-0.05735047693755577,0.25233644859813087,0.6891997754414121,0.13469685902118336,0.29248125036057826,0.4,0,0,0,0,1,0,0,1
3,3,179,3,1,1,52,1158,1,3.9512437185814275,1.0986122886681098,-0.6568526076130757,1.8845499894092563,-1.5175976839942453,-0.22393419903894907,-0.9304889255347963,0.3878504672897196,0.9611688047684759,0.02293644996347699,0.29248125036057826,0.20000000000000007,0,0,0,0,1,0,0,1
3,1,177,3,1,1,61,1880,1,4.110873864173311,1.0986122886681098,-0.6984537874667226,2.035726123166695,-1.0772925683313281,-0.22393419903894907,-0.9304889255347963,0.37850467289719625,1.0,0.12841490138787434,0.29248125036057826,0.20000000000000007,0,1,0,0,0,0,0,1
4,5,261,2,2,1,49,3045,1,3.8918202981106265,0.6931471805599453,1.0487957663864447,1.8282736330349059,-0.3668279426425492,-1.3665729407460325,-0.05735047693755577,0.7710280373831776,0.9467136250587109,0.2986121256391526,0.0,0.4,0,0,1,0,0,0,0,1
3,2,202,3,0,1,49,2881,1,3.8918202981106265,1.0986122886681098,-0.17843903929613708,1.8282736330349059,-0.46684184703135584,-0.22393419903894907,-0.9304889255347963,0.49532710280373826,0.9467136250587109,0.27465303140978814,0.29248125036057826,0.20000000000000007,0,0,0,0,1,0,0,1
3,2,109,3,1,0,15,1710,1,2.70805020110221,1.0986122886681098,-2.112893902490715,0.7071959953502908,-1.1809655180026521,-0.22393419903894907,-0.9304889255347963,0.06074766355140193,0.658752929566423,0.10357925493060627,0.29248125036057826,0.20000000000000007,0,0,0,1,0,0,0,1
3,3,158,3,0,0,6,1878,1,1.791759469228055,1.0986122886681098,-1.0936649960763676,-0.1605679832446858,-1.0785122500921673,-0.22393419903894907,-0.9304889255347963,0.28971962616822433,0.43585853724275586,0.12812271731190647,0.29248125036057826,0.20000000000000007,0,0,0,0,1,0,0,1
4,2,231,4,1,0,6,2512,1,1.791759469228055,1.3862943611198906,0.42477806858174205,-0.1605679832446858,-0.6918731319061708,0.5867808901378444,-0.05735047693755577,0.630841121495327,0.43585853724275586,0.22074506939371805,0.5,0.4,1,0,0,0,0,0,0,1
3,5,206,3,1,1,39,2929,1,3.6635616461296463,1.0986122886681098,-0.09523667958884341,1.612103558296067,-0.4375694847712173,-0.22393419903894907,-0.9304889255347963,0.514018691588785,0.8911880459427284,0.28166544923301684,0.29248125036057826,0.20000000000000007,0,1,0,0,0,0,0,1
5,1,187,4,2,1,14,3849,1,2.6390573296152584,1.3862943611198906,-0.4904478881984884,0.6418569860450742,0.12348412521477126,0.5867808901378444,0.8157879716596849,0.4252336448598131,0.6419699112188566,0.4160701241782323,0.5,0.6,0,0,1,0,0,0,0,1
5,5,230,2,0,0,2,2229,1,0.6931471805599453,0.6931471805599453,0.4039774786549187,-1.2009977697580174,-0.8644581010649043,-1.3665729407460325,0.8157879716596849,0.6261682242990655,0.1686130986895011,0.17940102264426586,0.0,0.6,0,0,0,0,1,0,0,1
5,5,232,3,1,0,33,2998,1,3.4965075614664802,1.0986122886681098,0.4455786585085655,1.4538966572491179,-0.3954904640222682,-0.22393419903894907,0.8157879716596849,0.6355140186915887,0.8505509234761259,0.2917457998539079,0.29248125036057826,0.6,0,0,0,1,0,0,0,1
4,5,215,3,1,0,21,3984,1,3.044522437723423,1.0986122886681098,0.09196862975256737,1.0258486637451458,0.2058126440714109,-0.22393419903894907,-0.05735047693755577,0.5560747663551401,0.7406022510826102,0.4357925493060628,0.29248125036057826,0.4,0,0,0,0,1,0,0,1
6,1,238,6,0,0,13,2442,1,2.5649493574615367,1.791759469228055,0.570382198069506,0.5716737717827353,-0.7345619935355395,1.7294196318449275,1.6889264202569254,0.663551401869159,0.6239426073894736,0.21051862673484292,0.7924812503605783,0.8000000000000002,1,0,0,0,0,0,0,1
4,1,266,3,0,0,23,3775,1,3.1354942159291497,1.0986122886681098,1.1527987160205617,1.112002576962401,0.07835590006372435,-0.22393419903894907,-0.05735047693755577,0.7943925233644858,0.7627317985247138,0.4052593133674215,0.29248125036057826,0.4,0,1,0,0,0,0,0,1
2,3,158,2,1,0,36,1788,1,3.58351893845611,0.6931471805599453,-1.0936649960763676,1.5362999120819065,-1.133397929329927,-1.3665729407460325,-1.803627374132037,0.28971962616822433,0.8717170744855117,0.1149744338933528,0.0,0.0,0,0,1,0,0,0,0,1
3,3,113,3,0,0,43,1518,1,3.7612001156935624,1.0986122886681098,-2.0296915427834215,1.704571094925418,-1.2980549670432064,-0.22393419903894907,-0.9304889255347963,0.07943925233644866,0.9149393145999464,0.07552958363769174,0.29248125036057826,0.20000000000000007,0,0,0,0,1,0,0,1
3,4,223,3,0,1,18,3959,1,2.8903717578961645,1.0986122886681098,0.2583733491671547,0.8798618032686458,0.19056662206092206,-0.22393419903894907,-0.9304889255347963,0.5934579439252335,0.7031039757960106,0.4321402483564646,0.29248125036057826,0.20000000000000007,0,0,0,1,0,0,0,1
3,5,257,2,1,0,56,3711,1,4.02535169073515,0.6931471805599453,0.965593406679151,1.9547332036715959,0.039326083716872975,-1.3665729407460325,-0.9304889255347963,0.7523364485981309,0.9791961085978589,0.39590942293644993,0.0,0.20000000000000007,0,0,0,0,1,0,0,1
3,4,180,2,1,0,49,1942,1,3.8918202981106265,0.6931471805599453,-0.6360520176862523,1.8282736330349059,-1.039482433745316,-1.3665729407460325,-0.9304889255347963,0.39252336448598135,0.9467136250587109,0.13747260774287798,0.0,0.20000000000000007,1,0,0,0,0,0,0,1
2,5,132,3,0,1,18,1759,1,2.8903717578961645,1.0986122886681098,-1.6344803341737764,0.8798618032686458,-1.151083314862094,-0.22393419903894907,-1.803627374132037,0.16822429906542058,0.7031039757960106,0.11073776479181882,0.29248125036057826,0.0,0,1,0,0,0,0,0,1
4,4,217,3,2,0,26,2875,1,3.258096538021482,1.0986122886681098,0.1335698096062142,1.2281118805959959,-0.47050089231387315,-0.22393419903894907,-0.05735047693755577,0.5654205607476636,0.7925557060789747,0.2737764791818845,0.29248125036057826,0.4,0,0,1,0,0,0,0,1
5,5,162,3,2,0,31,1364,1,3.4339872044851463,1.0986122886681098,-1.0104626363690739,1.3946873781087152,-1.3919704626278175,-0.22393419903894907,0.8157879716596849,0.30841121495327106,0.8353423914104244,0.053031409788166534,0.29248125036057826,0.6,0,0,0,0,1,0,0,1
4,5,197,2,1,0,40,2710,1,3.6888794541139363,0.6931471805599453,-0.2824419889302542,1.6360805352767405,-0.5711246375830994,-1.3665729407460325,-0.05735047693755577,0.4719626168224299,0.8973467870816715,0.24967129291453613,0.0,0.4,0,0,0,1,0,0,0,1
3,4,197,3,1,1,13,2148,1,2.5649493574615367,1.0986122886681098,-0.2824419889302542,0.5716737717827353,-0.9138552123788881,-0.22393419903894907,-0.9304889255347963,0.4719626168224299,0.6239426073894736,0.16756756756756755,0.29248125036057826,0.20000000000000007,0,0,0,0,1,0,0,1
4,1,185,2,0,1,44,2910,1,3.784189633918261,0.6931471805599453,-0.5320490680521353,1.7263430883623068,-0.4491564614991888,-1.3665729407460325,-0.05735047693755577,0.4158878504672897,0.9205316823018733,0.2788897005113221,0.0,0.4,1,0,0,0,0,0,0,1
6,2,278,3,1,0,3,2974,1,1.0986122886681098,1.0986122886681098,1.4024057951424427,-0.8170060920579462,-0.41012664515233743,-0.22393419903894907,1.6889264202569254,0.850467289719626,0.26724543855325483,0.2882395909422937,0.29248125036057826,0.8000000000000002,0,1,0,0,0,0,0,1
3,3,229,3,0,1,49,2339,1,3.8918202981106265,1.0986122886681098,0.38317688872809524,1.8282736330349059,-0.7973756042187535,-0.22393419903894907,-0.9304889255347963,0.6214953271028038,0.9467136250587109,0.19547114682249814,0.29248125036057826,0.20000000000000007,0,0,1,0,0,0,0,1
4,1,186,4,1,0,57,3880,1,4.04305126783455,1.3862943611198906,-0.5112484781253118,1.9714954112427774,0.1423891925077774,0.5867808901378444,-0.05735047693755577,0.42056074766355145,0.9835016596033651,0.42059897735573415,0.5,0.4,0,0,0,0,1,0,0,1
5,3,174,6,2,0,41,1085,1,3.713572066704308,1.791759469228055,-0.7608555572471928,1.6594654272089095,-1.5621160682648727,1.7294196318449275,0.8157879716596849,0.36448598130841126,0.9033534448888035,0.012271731190650115,0.7924812503605783,0.6,0,0,0,1,0,0,0,1
5,5,286,3,0,0,18,3163,1,2.8903717578961645,1.0986122886681098,1.5688105145570301,0.8798618032686458,-0.294866718753042,-0.22393419903894907,0.8157879716596849,0.8878504672897195,0.7031039757960106,0.3158509861212564,0.29248125036057826,0.6,0,0,0,0,1,0,0,1
4,4,175,2,1,0,7,1188,1,1.9459101490553132,0.6931471805599453,-0.7400549673203695,-0.014581122768186154,-1.4993024575816587,-1.3665729407460325,-0.05735047693755577,0.3691588785046729,0.47335681252935546,0.027319211102994873,0.0,0.4,1,0,0,0,0,0,0,1
3,3,219,3,1,0,17,3387,1,2.833213344056216,1.0986122886681098,0.17517098945986104,0.8257304987835713,-0.15826236153906215,-0.22393419903894907,-0.9304889255347963,0.5747663551401868,0.6891997754414121,0.3485756026296567,0.29248125036057826,0.20000000000000007,0,1,0,0,0,0,0,1
4,1,213,4,2,0,35,2343,1,3.5553480614894135,1.3862943611198906,0.05036744989892052,1.5096209646400507,-0.7949362406970752,0.5867808901378444,-0.05735047693755577,0.5467289719626168,0.8648643035425236,0.19605551497443388,0.5,0.4,0,0,1,0,0,0,0,1
2,3,235,3,0,1,57,2034,1,4.04305126783455,1.0986122886681098,0.5079804282890358,1.9714954112427774,-0.983377072746717,-0.22393419903894907,-1.803627374132037,0.6495327102803737,0.9835016596033651,0.15091307523739958,0.29248125036057826,0.0,0,0,0,0,1,0,0,1
3,3,149,2,1,1,18,1225,1,2.8903717578961645,0.6931471805599453,-1.2808703054177784,0.8798618032686458,-1.4767383450061353,-1.3665729407460325,-0.9304889255347963,0.24766355140186913,0.7031039757960106,0.03272461650840028,0.0,0.20000000000000007,0,0,0,1,0,0,0,1
4,1,271,2,1,0,8,2401,1,2.0794415416798357,0.6931471805599453,1.2568016656546788,0.11187844786850328,-0.7595654696327412,-1.3665729407460325,-0.05735047693755577,0.8177570093457943,0.5058392960685033,0.20452885317750183,0.0,0.4,0,0,0,0,1,0,0,1
3,5,144,4,1,1,5,1104,1,1.6094379124341003,1.3862943611198906,-1.3848732550518954,-0.33323379116304114,-1.5505290915369012,0.5867808901378444,-0.9304889255347963,0.22429906542056077,0.3915074910131681,0.015047479912344786,0.5,0.20000000000000007,1,0,0,0,0,0,0,1
4,2,145,2,1,1,21,1617,1,3.044522437723423,0.6931471805599453,-1.364072665125072,1.0258486637451458,-1.2376807198816706,-1.3665729407460325,-0.05735047693755577,0.2289719626168224,0.7406022510826102,0.08999269539810079,0.0,0.4,0,1,0,0,0,0,0,1
